Cow_ID,Day,Milk_Temperature,Milk_pH,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Clotting,class1,temp_norm,cond_norm,yield_norm,risk_score,risk_level,pred_class1
C0406,14,34.2,6.82,4.61,168,20.4,0,0,0.033333333333333805,0.26833333333333337,0.3692307692307693,21.971153846153868,LOW,0
C0407,21,37.81,7.11,5.98,611,8.3,1,1,0.6350000000000003,0.49666666666666676,0.8346153846153845,64.84641025641027,HIGH,1
C0408,16,35.7,6.63,4.81,113,27.0,0,0,0.2833333333333338,0.3016666666666666,0.11538461538461539,23.768589743589757,LOW,0
C0409,20,34.76,6.76,4.54,154,15.8,0,0,0.12666666666666634,0.25666666666666665,0.5461538461538461,30.220769230769218,LOW,0
C0410,24,35.59,6.54,4.9,87,16.1,0,0,0.26500000000000057,0.3166666666666667,0.5346153846153846,36.66641025641027,LOW,0
C0411,8,35.49,6.57,4.38,156,23.9,0,0,0.24833333333333366,0.22999999999999998,0.23461538461538467,23.76641025641027,LOW,0
C0412,7,35.79,6.59,5.22,185,22.1,0,0,0.2983333333333332,0.36999999999999994,0.30384615384615377,32.5125641025641,LOW,0
C0413,3,35.56,6.6,4.43,100,16.9,0,0,0.2600000000000004,0.23833333333333329,0.5038461538461539,32.80089743589745,LOW,0
C0414,17,38.57,7.18,6.34,559,9.4,0,1,0.7616666666666667,0.5566666666666666,0.7923076923076924,69.94153846153846,HIGH,1
C0415,1,36.1,6.77,4.94,213,24.4,0,0,0.35000000000000026,0.3233333333333334,0.21538461538461545,29.89358974358976,LOW,0
C0416,16,35.42,6.62,4.53,126,19.9,0,0,0.23666666666666694,0.25500000000000006,0.3884615384615385,29.01397435897437,LOW,0
C0417,12,35.49,6.69,4.96,195,27.8,0,0,0.24833333333333366,0.32666666666666666,0.08461538461538459,22.4997435897436,LOW,0
C0418,27,37.37,7.23,6.65,591,10.1,1,1,0.5616666666666662,0.6083333333333334,0.7653846153846153,64.11525641025639,HIGH,1
C0419,19,35.28,6.47,5.14,144,22.1,0,0,0.2133333333333335,0.35666666666666663,0.30384615384615377,29.155897435897437,LOW,0
C0420,22,35.06,6.68,4.7,168,23.5,0,0,0.17666666666666705,0.2833333333333334,0.25,23.673333333333346,LOW,0
C0421,23,35.41,6.46,4.52,115,22.7,0,0,0.23499999999999943,0.25333333333333324,0.28076923076923077,25.5605128205128,LOW,0
C0422,22,36.36,6.64,4.61,155,19.4,0,0,0.39333333333333326,0.26833333333333337,0.40769230769230774,35.40346153846154,LOW,0
C0423,14,34.81,6.51,4.94,135,19.1,0,0,0.13500000000000037,0.3233333333333334,0.4192307692307692,28.902820512820526,LOW,0
C0424,30,38.08,7.02,6.77,740,11.4,1,1,0.6799999999999997,0.6283333333333333,0.7153846153846154,67.28858974358974,HIGH,1
C0425,6,36.24,6.74,4.48,163,22.4,0,0,0.3733333333333337,0.24666666666666673,0.2923076923076924,30.388205128205144,LOW,0
C0426,6,35.4,6.66,4.63,139,21.8,0,0,0.2333333333333331,0.27166666666666667,0.3153846153846154,27.21858974358973,LOW,0
C0427,13,35.17,6.78,4.35,144,23.1,0,0,0.19500000000000028,0.22499999999999995,0.26538461538461533,22.73192307692308,LOW,0
C0428,19,36.02,6.57,5.25,102,16.9,0,0,0.33666666666666717,0.375,0.5038461538461539,40.190897435897455,MODERATE,1
C0429,22,35.2,6.7,4.53,214,19.3,0,0,0.20000000000000048,0.25500000000000006,0.4115384615384615,28.482692307692325,LOW,0
C0430,8,36.41,6.67,4.95,185,17.2,0,0,0.4016666666666661,0.325,0.49230769230769234,40.29320512820511,MODERATE,1
C0431,27,35.84,6.68,4.76,189,18.8,0,0,0.30666666666666725,0.2933333333333333,0.43076923076923074,34.047179487179505,LOW,0
C0432,27,35.26,6.78,4.4,138,23.0,0,0,0.20999999999999966,0.2333333333333334,0.2692307692307692,23.652820512820504,LOW,0
C0433,2,36.58,6.72,4.7,81,20.3,0,0,0.4299999999999997,0.2833333333333334,0.37307692307692303,36.10205128205127,LOW,0
C0434,21,35.2,6.68,4.94,228,27.8,0,0,0.20000000000000048,0.3233333333333334,0.08461538461538459,20.739743589743608,LOW,0
C0435,30,35.87,6.48,4.64,148,20.6,0,0,0.31166666666666626,0.27333333333333326,0.3615384615384615,31.371025641025625,LOW,0
C0436,1,35.65,6.55,5.06,120,20.2,0,0,0.27499999999999974,0.34333333333333327,0.37692307692307697,33.051282051282044,LOW,0
C0437,28,36.15,6.64,5.01,167,20.3,0,0,0.3583333333333331,0.33499999999999996,0.37307692307692303,35.47371794871794,LOW,0
C0438,15,36.28,6.66,4.98,197,18.1,0,0,0.38000000000000017,0.33000000000000007,0.4576923076923076,38.658461538461545,LOW,0
C0439,1,37.79,7.12,6.13,597,7.6,1,1,0.6316666666666665,0.5216666666666666,0.8615384615384615,66.4426923076923,HIGH,1
C0440,5,38.29,7.23,5.71,593,8.6,1,1,0.7149999999999999,0.45166666666666666,0.823076923076923,65.63371794871796,HIGH,1
C0441,28,35.73,6.8,4.52,193,20.3,0,0,0.28833333333333283,0.25333333333333324,0.37307692307692303,30.235384615384596,LOW,0
C0442,29,35.16,6.71,4.76,107,17.6,0,0,0.19333333333333277,0.2933333333333333,0.4769230769230769,31.62461538461536,LOW,0
C0443,16,36.51,6.66,4.86,123,17.2,0,0,0.418333333333333,0.31000000000000005,0.49230769230769234,40.33487179487179,MODERATE,1
C0444,19,35.57,6.63,4.05,188,18.6,0,0,0.2616666666666667,0.17499999999999996,0.4384615384615384,28.61397435897436,LOW,0
C0445,4,35.32,6.55,4.7,41,20.2,0,0,0.22000000000000006,0.2833333333333334,0.37692307692307697,29.08128205128206,LOW,0
C0446,3,35.59,6.66,4.75,144,23.6,0,0,0.26500000000000057,0.2916666666666667,0.2461538461538461,26.849102564102584,LOW,0
C0447,17,34.83,6.68,4.62,93,16.0,0,0,0.13833333333333306,0.27,0.5384615384615384,30.84564102564101,LOW,0
C0448,17,35.01,6.53,5.09,131,19.0,0,0,0.168333333333333,0.34833333333333333,0.4230769230769231,31.030384615384605,LOW,0
C0449,12,36.1,6.68,4.83,138,20.4,0,0,0.35000000000000026,0.305,0.3692307692307693,34.02115384615386,LOW,0
C0450,28,35.17,6.63,5.09,136,14.5,0,0,0.19500000000000028,0.34833333333333333,0.5961538461538461,37.302435897435906,LOW,0
C0451,30,34.98,6.46,4.64,128,17.5,0,0,0.1633333333333328,0.27333333333333326,0.4807692307692308,30.023846153846133,LOW,0
C0452,29,35.77,6.56,4.98,106,18.0,0,0,0.29500000000000054,0.33000000000000007,0.46153846153846156,35.88769230769233,LOW,0
C0453,14,36.09,6.61,5.19,242,17.6,0,0,0.3483333333333339,0.36500000000000005,0.4769230769230769,39.40294871794874,LOW,0
C0454,21,35.86,6.84,5.09,225,20.6,0,0,0.3099999999999999,0.34833333333333333,0.3615384615384615,33.93935897435897,LOW,0
C0455,6,36.0,6.71,4.37,104,19.5,0,0,0.3333333333333333,0.22833333333333336,0.40384615384615385,31.844230769230776,LOW,0
C0456,3,35.12,6.52,4.62,213,18.3,0,0,0.18666666666666623,0.27,0.44999999999999996,29.746666666666655,LOW,0
C0457,28,34.79,6.7,4.6,134,21.3,0,0,0.13166666666666652,0.2666666666666666,0.3346153846153846,24.183076923076918,LOW,0
C0458,9,36.25,6.5,4.85,155,25.2,0,0,0.375,0.3083333333333333,0.18461538461538465,29.264743589743592,LOW,0
C0459,5,35.34,6.76,4.91,147,24.9,0,0,0.2233333333333339,0.31833333333333336,0.1961538461538462,24.815769230769252,LOW,0
C0460,24,35.37,6.6,4.45,124,14.2,0,0,0.22833333333333292,0.2416666666666667,0.6076923076923078,35.060128205128194,LOW,0
C0461,29,36.16,6.64,4.72,189,21.7,0,0,0.35999999999999943,0.2866666666666666,0.31923076923076926,32.16948717948716,LOW,0
C0462,17,38.3,7.14,6.54,604,10.2,1,1,0.7166666666666662,0.59,0.7615384615384616,68.62435897435896,HIGH,1
C0463,14,38.44,7.01,6.42,705,9.4,1,1,0.7399999999999997,0.57,0.7923076923076924,69.67153846153845,HIGH,1
C0464,21,36.58,6.51,4.55,98,18.8,0,0,0.4299999999999997,0.2583333333333333,0.43076923076923074,37.01551282051281,LOW,0
C0465,3,35.18,6.59,4.72,114,20.4,0,0,0.19666666666666663,0.2866666666666666,0.3692307692307693,28.166153846153847,LOW,0
C0466,28,35.96,6.75,4.61,84,20.5,0,0,0.3266666666666668,0.26833333333333337,0.36538461538461536,31.82525641025642,LOW,0
C0467,1,35.53,6.5,5.04,150,18.3,0,0,0.25500000000000017,0.34,0.44999999999999996,34.52,LOW,0
C0468,20,37.97,7.09,5.81,498,10.5,1,1,0.6616666666666665,0.46833333333333327,0.75,62.13833333333332,HIGH,1
C0469,29,36.26,6.6,4.7,139,18.7,0,0,0.3766666666666663,0.2833333333333334,0.4346153846153846,36.196410256410246,LOW,0
C0470,21,35.75,6.71,4.67,205,20.7,0,0,0.2916666666666667,0.2783333333333333,0.3576923076923077,30.74679487179487,LOW,0
C0471,23,35.77,6.77,4.56,198,21.8,0,0,0.29500000000000054,0.25999999999999995,0.3153846153846154,28.906923076923096,LOW,0
C0472,1,36.04,6.6,5.22,149,22.6,0,0,0.33999999999999986,0.36999999999999994,0.28461538461538455,33.333076923076916,LOW,0
C0473,3,35.32,6.61,4.43,147,18.5,0,0,0.22000000000000006,0.23833333333333329,0.4423076923076923,29.533205128205132,LOW,0
C0474,18,35.08,6.77,4.93,225,20.9,0,0,0.17999999999999972,0.3216666666666666,0.35000000000000003,28.22833333333332,LOW,0
C0475,25,34.98,6.46,4.81,171,22.9,0,0,0.1633333333333328,0.3016666666666666,0.2730769230769231,24.57705128205126,LOW,0
C0476,10,38.66,7.22,7.13,648,9.4,0,1,0.7766666666666661,0.6883333333333334,0.7923076923076924,75.05987179487177,HIGH,1
C0477,22,38.71,6.98,7.28,637,8.3,1,1,0.7850000000000001,0.7133333333333334,0.8346153846153845,77.52974358974359,HIGH,1
C0478,26,34.95,6.69,4.48,166,19.3,0,0,0.1583333333333338,0.24666666666666673,0.4115384615384615,26.774358974358993,LOW,0
C0479,3,35.39,6.6,5.03,183,20.6,0,0,0.23166666666666677,0.3383333333333334,0.3615384615384615,30.926025641025646,LOW,0
C0480,8,35.36,6.65,4.83,125,16.6,0,0,0.22666666666666657,0.305,0.5153846153846153,34.35858974358974,LOW,0
C0481,14,35.65,6.4,4.24,162,19.4,0,0,0.27499999999999974,0.2066666666666667,0.40769230769230774,29.221794871794867,LOW,0
C0482,24,35.91,6.58,4.54,135,22.2,0,0,0.31833333333333275,0.25666666666666665,0.30000000000000004,29.106666666666648,LOW,0
C0483,18,35.93,6.7,4.82,143,21.9,0,0,0.3216666666666666,0.3033333333333334,0.3115384615384616,31.211025641025646,LOW,0
C0484,15,35.21,6.55,4.95,50,19.2,0,0,0.2016666666666668,0.325,0.4153846153846154,31.10858974358975,LOW,0
C0485,22,35.42,6.66,4.5,141,20.7,0,0,0.23666666666666694,0.25,0.3576923076923077,27.88512820512822,LOW,0
C0486,23,35.64,6.69,3.83,189,17.5,0,0,0.27333333333333343,0.13833333333333334,0.4807692307692308,29.038846153846155,LOW,0
C0487,2,35.38,6.62,4.86,125,22.1,0,0,0.23000000000000043,0.31000000000000005,0.30384615384615377,28.089230769230785,LOW,0
C0488,27,37.52,7.14,7.39,488,6.7,1,1,0.5866666666666672,0.7316666666666666,0.8961538461538462,73.33576923076924,HIGH,1
C0489,10,35.75,6.55,4.09,120,19.2,0,0,0.2916666666666667,0.18166666666666664,0.4153846153846154,29.15192307692308,LOW,0
C0490,2,35.87,6.63,3.85,164,18.9,0,0,0.31166666666666626,0.1416666666666667,0.42692307692307696,28.789615384615374,LOW,0
C0491,26,38.05,7.04,6.5,692,12.2,1,1,0.6749999999999995,0.5833333333333334,0.6846153846153846,64.58974358974358,HIGH,1
C0492,17,36.09,6.67,4.74,112,18.7,0,0,0.3483333333333339,0.29000000000000004,0.4346153846153846,35.46641025641028,LOW,0
C0493,8,38.99,7.2,6.37,655,11.3,1,1,0.831666666666667,0.5616666666666666,0.7192307692307692,70.23115384615384,HIGH,1
C0494,1,34.85,6.67,5.12,187,18.8,0,0,0.1416666666666669,0.35333333333333333,0.43076923076923074,30.537179487179493,LOW,0
C0495,9,35.7,6.72,4.89,126,24.8,0,0,0.2833333333333338,0.31499999999999995,0.19999999999999998,26.858333333333345,LOW,0
C0496,11,35.17,6.45,5.18,170,24.4,0,0,0.19500000000000028,0.3633333333333333,0.21538461538461545,26.023589743589753,LOW,0
C0497,22,35.24,6.77,4.28,171,17.3,0,0,0.206666666666667,0.21333333333333337,0.48846153846153845,29.635641025641036,LOW,0
C0498,16,35.79,6.62,4.69,176,20.2,0,0,0.2983333333333332,0.28166666666666673,0.37692307692307697,31.68628205128205,LOW,0
C0499,7,36.12,6.69,4.21,82,18.0,0,0,0.3533333333333329,0.20166666666666666,0.46153846153846156,33.379358974358965,LOW,0
C0500,29,35.51,6.77,4.63,190,19.0,0,0,0.2516666666666663,0.27166666666666667,0.4230769230769231,31.180384615384604,LOW,0
C0501,10,35.65,6.51,4.63,127,26.0,0,0,0.27499999999999974,0.27166666666666667,0.15384615384615385,23.627564102564094,LOW,0
C0502,23,38.76,7.15,6.86,648,10.1,0,1,0.793333333333333,0.6433333333333334,0.7653846153846153,73.21692307692307,HIGH,1
C0503,26,37.27,7.23,7.65,726,10.1,1,1,0.5450000000000005,0.775,0.7653846153846153,69.38192307692309,HIGH,1
C0504,3,36.8,6.57,4.89,162,21.6,0,0,0.4666666666666662,0.31499999999999995,0.32307692307692304,36.90705128205126,LOW,0
C0505,18,35.78,6.82,4.91,135,17.0,0,0,0.29666666666666686,0.31833333333333336,0.5,36.72833333333334,LOW,0
C0506,25,34.62,6.56,5.35,62,17.4,0,0,0.1033333333333329,0.3916666666666666,0.48461538461538467,32.24474358974357,LOW,0
C0507,24,35.88,6.59,4.61,206,16.4,0,0,0.31333333333333374,0.26833333333333337,0.5230769230769231,36.26038461538463,LOW,0
C0508,13,37.79,7.16,6.66,597,12.3,1,1,0.6316666666666665,0.61,0.6807692307692308,63.93051282051282,HIGH,1
C0509,28,36.14,6.53,4.77,110,11.4,0,0,0.35666666666666674,0.29499999999999993,0.7153846153846154,44.62858974358974,MODERATE,1
C0510,26,35.84,6.61,4.46,137,21.6,0,0,0.30666666666666725,0.24333333333333332,0.32307692307692304,28.958717948717965,LOW,0
C0511,7,35.43,6.68,5.14,207,26.2,0,0,0.23833333333333329,0.35666666666666663,0.1461538461538462,25.117435897435897,LOW,0
C0512,25,34.89,6.62,4.62,181,20.4,0,0,0.14833333333333343,0.27,0.3692307692307693,25.939487179487188,LOW,0
C0513,4,35.4,6.64,4.53,144,15.8,0,0,0.2333333333333331,0.25500000000000006,0.5461538461538461,33.789102564102556,LOW,0
C0514,13,37.46,7.08,6.43,614,12.3,1,1,0.5766666666666668,0.5716666666666667,0.6807692307692308,60.71884615384615,HIGH,1
C0515,20,35.21,6.5,4.92,126,18.6,0,0,0.2016666666666668,0.32,0.4384615384615384,31.648974358974357,LOW,0
C0516,1,35.79,6.68,4.65,156,16.9,0,0,0.2983333333333332,0.2750000000000001,0.5038461538461539,35.387564102564106,LOW,0
C0517,8,36.33,6.83,4.51,153,22.6,0,0,0.38833333333333303,0.25166666666666665,0.28461538461538455,30.834743589743578,LOW,0
C0518,14,38.16,7.27,6.92,575,7.6,1,1,0.6933333333333328,0.6533333333333333,0.8615384615384615,73.1476923076923,HIGH,1
C0519,16,37.75,7.11,6.64,793,9.8,1,1,0.625,0.6066666666666666,0.7769230769230769,66.56794871794871,HIGH,1
C0520,14,35.72,6.72,4.71,170,22.2,0,0,0.28666666666666646,0.285,0.30000000000000004,29.02166666666666,LOW,0
C0521,12,36.1,6.52,4.9,136,24.6,0,0,0.35000000000000026,0.3166666666666667,0.20769230769230765,29.42179487179488,LOW,0
C0522,19,35.2,6.82,4.21,180,25.7,0,0,0.20000000000000048,0.20166666666666666,0.1653846153846154,18.98525641025643,LOW,0
C0523,23,35.43,6.67,4.84,146,28.6,0,0,0.23833333333333329,0.30666666666666664,0.053846153846153794,20.50589743589743,LOW,0
C0524,15,38.02,6.95,6.55,742,11.4,1,1,0.6700000000000005,0.5916666666666667,0.7153846153846154,65.66525641025642,HIGH,1
C0525,28,35.11,6.58,4.95,134,28.5,0,0,0.18499999999999991,0.325,0.057692307692307696,19.453461538461536,LOW,0
C0526,2,35.82,6.83,4.41,153,18.9,0,0,0.3033333333333334,0.23500000000000001,0.42692307692307696,31.772948717948722,LOW,0
C0527,2,35.44,6.73,4.91,186,18.2,0,0,0.23999999999999963,0.31833333333333336,0.4538461538461539,33.370897435897426,LOW,0
C0528,23,35.71,6.71,5.03,143,21.0,0,0,0.28500000000000014,0.3383333333333334,0.34615384615384615,32.26243589743591,LOW,0
C0529,22,35.06,6.67,4.96,102,18.3,0,0,0.17666666666666705,0.32666666666666666,0.44999999999999996,31.39000000000001,LOW,0
C0530,19,35.28,6.63,4.78,152,21.2,0,0,0.2133333333333335,0.2966666666666667,0.3384615384615385,28.128974358974368,LOW,0
C0531,25,35.86,6.77,4.63,155,16.0,0,0,0.3099999999999999,0.27166666666666667,0.5384615384615384,36.74064102564102,LOW,0
C0532,26,35.31,6.66,4.53,157,19.3,0,0,0.2183333333333337,0.25500000000000006,0.4115384615384615,29.106025641025656,LOW,0
C0533,30,36.36,6.45,5.14,187,23.9,0,0,0.39333333333333326,0.35666666666666663,0.23461538461538467,33.12974358974359,LOW,0
C0534,29,35.3,6.54,4.49,191,19.8,0,0,0.2166666666666662,0.24833333333333338,0.3923076923076923,28.219871794871782,LOW,0
C0535,22,35.61,6.63,4.39,126,20.4,0,0,0.26833333333333326,0.2316666666666666,0.3692307692307693,28.677820512820514,LOW,0
C0536,26,35.97,6.68,4.9,125,21.4,0,0,0.32833333333333314,0.3166666666666667,0.3307692307692308,32.50051282051282,LOW,0
C0537,26,34.79,6.64,4.46,108,23.5,0,0,0.13166666666666652,0.24333333333333332,0.25,20.74333333333333,LOW,0
C0538,22,34.62,6.77,4.41,178,15.0,0,0,0.1033333333333329,0.23500000000000001,0.5769230769230769,29.622948717948706,LOW,0
C0539,17,34.74,6.45,4.27,208,21.8,0,0,0.12333333333333367,0.2116666666666666,0.3153846153846154,21.378589743589753,LOW,0
C0540,20,36.13,6.66,4.56,137,19.2,0,0,0.3550000000000004,0.25999999999999995,0.4153846153846154,34.04692307692309,LOW,0
C0541,10,35.22,6.47,4.68,140,20.5,0,0,0.20333333333333314,0.27999999999999997,0.36538461538461536,28.040256410256404,LOW,0
C0542,6,38.49,7.16,7.31,801,9.4,1,1,0.7483333333333336,0.7183333333333333,0.7923076923076924,75.14653846153847,HIGH,1
C0543,15,35.22,6.64,4.99,170,16.4,0,0,0.20333333333333314,0.3316666666666667,0.5230769230769231,34.737051282051276,LOW,0
C0544,22,35.59,6.69,4.86,167,17.0,0,0,0.26500000000000057,0.31000000000000005,0.5,35.36000000000003,LOW,0
C0545,11,36.27,6.56,4.64,102,14.2,0,0,0.37833333333333385,0.27333333333333326,0.6076923076923078,41.26846153846155,MODERATE,1
C0546,28,36.5,6.78,4.64,177,18.4,0,0,0.4166666666666667,0.27333333333333326,0.44615384615384623,37.56410256410256,LOW,0
C0547,5,36.53,6.75,4.85,113,24.0,0,0,0.42166666666666686,0.3083333333333333,0.23076923076923078,32.2821794871795,LOW,0
C0548,1,36.1,6.71,5.08,105,19.6,0,0,0.35000000000000026,0.3466666666666667,0.39999999999999997,36.43333333333334,LOW,0
C0549,8,36.01,6.64,4.74,136,16.0,0,0,0.3349999999999997,0.29000000000000004,0.5384615384615384,38.232307692307685,LOW,0
C0550,21,35.8,6.71,4.56,127,18.5,0,0,0.29999999999999954,0.25999999999999995,0.4423076923076923,33.01153846153845,LOW,0
C0551,28,35.89,6.58,4.4,141,15.5,0,0,0.3150000000000001,0.2333333333333334,0.5576923076923077,36.16512820512821,LOW,0
C0552,12,35.22,6.74,4.27,92,16.6,0,0,0.20333333333333314,0.2116666666666666,0.5153846153846153,30.298589743589734,LOW,0
C0553,12,35.09,6.81,4.9,188,21.2,0,0,0.18166666666666723,0.3166666666666667,0.3384615384615385,27.75230769230771,LOW,0
C0554,5,35.5,6.76,4.87,195,16.5,0,0,0.25,0.3116666666666667,0.5192307692307693,35.50448717948718,LOW,0
C0555,7,35.41,6.58,4.87,72,23.3,0,0,0.23499999999999943,0.3116666666666667,0.25769230769230766,26.886794871794855,LOW,0
C0556,4,35.27,6.69,4.66,189,19.8,0,0,0.2116666666666672,0.27666666666666667,0.3923076923076923,29.04153846153848,LOW,0
C0557,6,35.85,6.52,5.12,118,20.3,0,0,0.30833333333333357,0.35333333333333333,0.37307692307692303,34.415384615384625,LOW,0
C0558,13,35.98,6.71,4.55,184,19.2,0,0,0.32999999999999946,0.2583333333333333,0.4153846153846154,33.138589743589726,LOW,0
C0559,20,35.54,6.7,4.99,147,22.3,0,0,0.25666666666666654,0.3316666666666667,0.2961538461538461,29.51576923076923,LOW,0
C0560,30,38.44,7.03,6.73,642,7.3,1,1,0.7399999999999997,0.6216666666666667,0.8730769230769231,73.98371794871792,HIGH,1
C0561,15,34.93,6.53,4.52,143,21.0,0,0,0.15499999999999994,0.25333333333333324,0.34615384615384615,24.86743589743589,LOW,0
C0562,3,35.4,6.62,4.88,198,21.7,0,0,0.2333333333333331,0.3133333333333333,0.31923076923076926,28.79615384615384,LOW,0
C0563,23,35.14,6.62,4.82,100,19.4,0,0,0.19000000000000009,0.3033333333333334,0.40769230769230774,29.715128205128217,LOW,0
C0564,8,34.57,6.53,4.81,174,21.6,0,0,0.09500000000000004,0.3016666666666666,0.32307692307692304,23.803717948717946,LOW,0
C0565,20,35.46,6.69,4.72,194,19.0,0,0,0.24333333333333348,0.2866666666666666,0.4230769230769231,31.42205128205129,LOW,0
C0566,16,35.44,6.68,4.69,179,20.0,0,0,0.23999999999999963,0.28166666666666673,0.38461538461538464,29.94141025641025,LOW,0
C0567,13,38.42,7.09,7.05,810,10.3,0,1,0.7366666666666669,0.6749999999999999,0.7576923076923077,72.16012820512822,HIGH,1
C0568,18,35.82,6.57,5.06,129,18.6,0,0,0.3033333333333334,0.34333333333333327,0.4384615384615384,35.92230769230768,LOW,0
C0569,28,37.72,7.19,6.18,499,10.0,1,1,0.6199999999999998,0.5299999999999999,0.7692307692307693,63.476153846153835,HIGH,1
C0570,10,36.43,6.82,4.73,146,21.4,0,0,0.40499999999999997,0.2883333333333334,0.3307692307692308,34.11551282051282,LOW,0
C0571,30,36.11,6.6,5.0,199,23.9,0,0,0.35166666666666657,0.3333333333333333,0.23461538461538467,30.896410256410256,LOW,0
C0572,19,35.79,6.59,4.86,150,23.5,0,0,0.2983333333333332,0.31000000000000005,0.25,28.743333333333332,LOW,0
C0573,17,38.23,7.07,7.18,543,9.6,1,1,0.7049999999999995,0.6966666666666667,0.7846153846153846,72.67641025641024,HIGH,1
C0574,24,35.02,6.61,4.61,202,23.9,0,0,0.1700000000000005,0.26833333333333337,0.23461538461538467,22.44474358974361,LOW,0
C0575,19,38.0,7.07,6.37,761,8.7,1,1,0.6666666666666666,0.5616666666666666,0.8192307692307692,67.72115384615385,HIGH,1
C0576,28,36.04,6.72,3.75,93,21.8,0,0,0.33999999999999986,0.125,0.3153846153846154,25.71192307692307,LOW,0
C0577,26,36.44,6.46,4.76,129,17.3,0,0,0.4066666666666663,0.2933333333333333,0.48846153846153845,39.23564102564101,LOW,0
C0578,23,37.81,7.15,6.81,675,10.8,1,1,0.6350000000000003,0.6349999999999999,0.7384615384615384,66.7073076923077,HIGH,1
C0579,26,35.26,6.66,5.18,206,20.9,0,0,0.20999999999999966,0.3633333333333333,0.35000000000000003,30.70666666666666,LOW,0
C0580,5,34.94,6.61,4.71,154,15.5,0,0,0.1566666666666663,0.285,0.5576923076923077,32.59012820512819,LOW,0
C0581,26,35.57,6.64,4.34,203,21.8,0,0,0.2616666666666667,0.2233333333333333,0.3153846153846154,26.490256410256414,LOW,0
C0582,21,37.96,7.25,6.43,578,8.7,1,1,0.6600000000000001,0.5716666666666667,0.8192307692307692,67.84448717948719,HIGH,1
C0583,30,37.24,7.19,7.46,671,9.6,1,1,0.5400000000000004,0.7433333333333333,0.7846153846153846,68.6997435897436,HIGH,1
C0584,23,35.43,6.8,4.84,138,24.1,0,0,0.23833333333333329,0.30666666666666664,0.22692307692307687,25.871282051282048,LOW,0
C0585,9,35.27,6.65,4.79,145,19.4,0,0,0.2116666666666672,0.29833333333333334,0.40769230769230774,30.276794871794888,LOW,0
C0586,12,38.29,7.14,8.05,662,7.7,1,1,0.7149999999999999,0.8416666666666668,0.8576923076923078,80.35679487179486,HIGH,1
C0587,21,35.76,6.75,4.46,178,13.3,0,0,0.293333333333333,0.24333333333333332,0.6423076923076922,38.40153846153845,LOW,0
C0588,1,35.23,6.55,4.71,132,27.3,0,0,0.2049999999999995,0.285,0.10384615384615382,20.164230769230752,LOW,0
C0589,26,38.0,7.07,6.18,537,12.0,0,1,0.6666666666666666,0.5299999999999999,0.6923076923076923,62.67820512820512,HIGH,1
C0590,26,34.06,6.62,4.91,148,19.1,0,0,0.010000000000000378,0.31833333333333336,0.4192307692307692,24.47782051282052,LOW,0
C0591,1,35.49,6.73,4.86,113,14.1,0,0,0.24833333333333366,0.31000000000000005,0.6115384615384616,38.251025641025656,LOW,0
C0592,15,36.39,6.44,4.85,145,20.9,0,0,0.39833333333333343,0.3083333333333333,0.35000000000000003,35.185,LOW,0
C0593,2,38.25,7.04,7.41,604,9.3,0,1,0.7083333333333334,0.735,0.7961538461538461,74.48910256410257,HIGH,1
C0594,30,37.74,6.86,6.7,398,10.8,0,1,0.6233333333333336,0.6166666666666667,0.7384615384615384,65.66897435897437,HIGH,1
C0595,22,36.92,7.06,6.62,637,13.1,1,1,0.48666666666666697,0.6033333333333334,0.6499999999999999,57.81333333333335,MODERATE,1
C0596,16,35.73,6.7,4.61,153,17.2,0,0,0.28833333333333283,0.26833333333333337,0.49230769230769234,34.45653846153844,LOW,0
C0597,25,37.76,7.15,7.82,671,8.8,1,1,0.6266666666666664,0.8033333333333333,0.8153846153846154,74.7002564102564,HIGH,1
C0598,8,37.57,7.14,7.03,282,8.5,1,1,0.5950000000000001,0.6716666666666667,0.8269230769230769,69.37294871794873,HIGH,1
C0599,13,35.88,6.64,4.44,103,22.9,0,0,0.31333333333333374,0.24000000000000007,0.2730769230769231,27.518717948717963,LOW,0
C0600,21,37.8,6.97,7.46,511,8.4,0,1,0.6333333333333329,0.7433333333333333,0.8307692307692308,73.30384615384614,HIGH,1
C0601,1,35.45,6.73,5.03,261,15.8,0,0,0.24166666666666714,0.3383333333333334,0.5461538461538461,36.98910256410258,LOW,0
C0602,16,35.4,6.61,4.62,108,22.9,0,0,0.2333333333333331,0.27,0.2730769230769231,25.84871794871794,LOW,0
C0603,29,35.06,6.36,4.63,96,19.2,0,0,0.17666666666666705,0.27166666666666667,0.4153846153846154,28.391923076923085,LOW,0
C0604,7,35.09,6.61,4.58,179,15.8,0,0,0.18166666666666723,0.26333333333333336,0.5461538461538461,32.32410256410259,LOW,0
C0605,5,35.39,6.55,4.54,67,24.1,0,0,0.23166666666666677,0.25666666666666665,0.22692307692307687,23.894615384615385,LOW,0
C0606,22,35.68,6.49,4.79,141,26.3,0,0,0.27999999999999997,0.29833333333333334,0.14230769230769227,24.37320512820513,LOW,0
C0607,29,35.96,6.53,4.25,236,19.9,0,0,0.3266666666666668,0.20833333333333334,0.3884615384615385,30.440641025641035,LOW,0
C0608,23,35.1,6.66,5.08,88,26.5,0,0,0.18333333333333357,0.3466666666666667,0.1346153846153846,22.5397435897436,LOW,0
