file_path,column_name,data_type,missing_percentage,unique_count,sample_value,classification,notes
sensor_data\sub_data\head_direction\T02\T02_0725.csv,roll,float64,1.26,215,-60.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0725.csv,pitch,float64,1.26,341,38.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0725.csv,yaw,float64,1.26,373,157.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0725.csv,accel_norm,float64,1.26,1940,9.697,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0725.csv,relative_angle,float64,1.26,1213,20.22,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0726.csv,timestamp,float64,0.0,5000,1690347600.0,KEEP candidate,
sensor_data\sub_data\head_direction\T02\T02_0726.csv,roll,float64,2.66,352,-32.7,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0726.csv,pitch,float64,2.66,752,-37.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0726.csv,yaw,float64,2.68,1412,42.6,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0726.csv,accel_norm,float64,2.66,1291,10.632,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0726.csv,relative_angle,float64,2.68,1700,18.34,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0727.csv,timestamp,float64,0.0,5000,1690434000.0,KEEP candidate,
sensor_data\sub_data\head_direction\T02\T02_0727.csv,roll,float64,1.46,558,-30.0,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0727.csv,pitch,float64,1.46,1018,-65.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0727.csv,yaw,float64,1.46,2201,-98.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0727.csv,accel_norm,float64,1.46,2349,10.656,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0727.csv,relative_angle,float64,1.46,3175,11.58,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0728.csv,timestamp,float64,0.0,5000,1690520400.0,KEEP candidate,
sensor_data\sub_data\head_direction\T02\T02_0728.csv,roll,float64,2.46,210,-55.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0728.csv,pitch,float64,2.46,342,7.6,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0728.csv,yaw,float64,2.48,854,2.0,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0728.csv,accel_norm,float64,2.46,1861,8.398,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0728.csv,relative_angle,float64,2.48,926,10.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0729.csv,timestamp,float64,0.0,5000,1690606800.0,KEEP candidate,
sensor_data\sub_data\head_direction\T02\T02_0729.csv,roll,float64,1.26,602,-29.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0729.csv,pitch,float64,1.26,1186,-60.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0729.csv,yaw,float64,1.26,1621,154.0,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0729.csv,accel_norm,float64,1.26,2256,9.856,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0729.csv,relative_angle,float64,1.26,3226,47.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0730.csv,timestamp,float64,0.0,5000,1690693200.0,KEEP candidate,
sensor_data\sub_data\head_direction\T02\T02_0730.csv,roll,float64,2.66,557,-50.8,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0730.csv,pitch,float64,2.66,489,7.5,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0730.csv,yaw,float64,2.68,873,-95.8,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0730.csv,accel_norm,float64,2.66,871,10.013,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0730.csv,relative_angle,float64,2.68,1237,23.98,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0731.csv,timestamp,float64,0.0,5000,1690779600.0,KEEP candidate,
sensor_data\sub_data\head_direction\T02\T02_0731.csv,roll,float64,1.46,200,-51.7,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0731.csv,pitch,float64,1.46,256,13.8,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0731.csv,yaw,float64,1.46,359,189.7,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0731.csv,accel_norm,float64,1.46,1860,10.071,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0731.csv,relative_angle,float64,1.46,856,27.47,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0801.csv,timestamp,float64,0.0,5000,1690866000.0,KEEP candidate,
sensor_data\sub_data\head_direction\T02\T02_0801.csv,roll,float64,2.86,312,-51.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0801.csv,pitch,float64,2.86,554,13.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0801.csv,yaw,float64,2.88,538,124.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0801.csv,accel_norm,float64,2.86,2094,9.777,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0801.csv,relative_angle,float64,2.88,1484,20.89,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0802.csv,timestamp,float64,0.0,5000,1690952400.0,KEEP candidate,
sensor_data\sub_data\head_direction\T02\T02_0802.csv,roll,float64,1.46,472,-46.5,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0802.csv,pitch,float64,1.46,464,-33.8,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0802.csv,yaw,float64,1.46,822,-125.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0802.csv,accel_norm,float64,1.46,871,10.082,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0802.csv,relative_angle,float64,1.46,1815,16.82,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0803.csv,timestamp,float64,0.0,5000,1691038800.0,KEEP candidate,
sensor_data\sub_data\head_direction\T02\T02_0803.csv,roll,float64,2.66,294,-42.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0803.csv,pitch,float64,2.66,329,-4.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0803.csv,yaw,float64,2.68,778,106.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0803.csv,accel_norm,float64,2.66,1825,9.189,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0803.csv,relative_angle,float64,2.68,1448,14.78,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0804.csv,timestamp,float64,0.0,5000,1691125200.0,KEEP candidate,
sensor_data\sub_data\head_direction\T02\T02_0804.csv,roll,float64,1.26,318,-52.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0804.csv,pitch,float64,1.26,636,12.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0804.csv,yaw,float64,1.26,1395,-10.7,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0804.csv,accel_norm,float64,1.26,1813,9.906,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T02\T02_0804.csv,relative_angle,float64,1.26,1910,10.68,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0721.csv,timestamp,float64,0.0,5000,1689960605.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0721.csv,roll,float64,1.46,329,-59.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0721.csv,pitch,float64,1.46,622,3.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0721.csv,yaw,float64,1.46,648,-135.7,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0721.csv,accel_norm,float64,1.46,777,10.165,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0721.csv,relative_angle,float64,1.46,768,23.78,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0722.csv,timestamp,float64,0.0,5000,1690002000.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0722.csv,roll,float64,2.84,278,-41.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0722.csv,pitch,float64,2.84,737,24.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0722.csv,yaw,float64,2.86,849,180.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0722.csv,accel_norm,float64,2.84,1645,8.689,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0722.csv,relative_angle,float64,2.86,1413,25.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0723.csv,timestamp,float64,0.0,5000,1690088400.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0723.csv,roll,float64,2.24,483,-45.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0723.csv,pitch,float64,2.24,1018,1.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0723.csv,yaw,float64,2.24,1270,140.5,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0723.csv,accel_norm,float64,2.24,1748,10.099,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0723.csv,relative_angle,float64,2.24,1416,9.34,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0724.csv,timestamp,float64,0.0,5000,1690174800.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0724.csv,roll,float64,1.66,261,-48.7,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0724.csv,pitch,float64,1.66,364,41.6,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0724.csv,yaw,float64,1.66,587,-157.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0724.csv,accel_norm,float64,1.66,1621,9.857,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0724.csv,relative_angle,float64,1.66,977,19.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0725.csv,timestamp,float64,0.0,5000,1690261200.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0725.csv,roll,float64,3.04,447,-48.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0725.csv,pitch,float64,3.04,1058,17.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0725.csv,yaw,float64,3.06,2005,-143.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0725.csv,accel_norm,float64,3.04,2091,9.857,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0725.csv,relative_angle,float64,3.06,3044,59.18,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0726.csv,timestamp,float64,0.0,5000,1690347600.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0726.csv,roll,float64,1.46,398,-49.6,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0726.csv,pitch,float64,1.46,813,47.6,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0726.csv,yaw,float64,1.46,720,-136.5,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0726.csv,accel_norm,float64,1.46,1621,10.002,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0726.csv,relative_angle,float64,1.46,1229,23.94,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0727.csv,timestamp,float64,0.0,5000,1690434000.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0727.csv,roll,float64,1.66,186,-53.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0727.csv,pitch,float64,1.66,441,31.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0727.csv,yaw,float64,1.66,396,-158.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0727.csv,accel_norm,float64,1.66,1468,9.953,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0727.csv,relative_angle,float64,1.66,1029,25.37,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0728.csv,timestamp,float64,0.0,5000,1690520400.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0728.csv,roll,float64,1.46,367,-34.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0728.csv,pitch,float64,1.46,837,-67.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0728.csv,yaw,float64,1.46,1007,176.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0728.csv,accel_norm,float64,1.46,1515,9.902,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0728.csv,relative_angle,float64,1.46,1368,31.72,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0729.csv,timestamp,float64,0.0,5000,1690606800.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0729.csv,roll,float64,1.66,465,-47.0,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0729.csv,pitch,float64,1.66,973,-18.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0729.csv,yaw,float64,1.66,2516,-42.8,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0729.csv,accel_norm,float64,1.66,1860,9.609,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0729.csv,relative_angle,float64,1.66,2957,21.59,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0730.csv,timestamp,float64,0.0,5000,1690693200.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0730.csv,roll,float64,3.04,285,-57.7,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0730.csv,pitch,float64,3.04,875,24.5,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0730.csv,yaw,float64,3.06,2156,44.5,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0730.csv,accel_norm,float64,3.04,1526,10.051,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0730.csv,relative_angle,float64,3.06,1437,6.17,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0731.csv,timestamp,float64,0.0,5000,1690779600.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0731.csv,roll,float64,1.46,521,-46.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0731.csv,pitch,float64,1.46,1141,-66.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0731.csv,yaw,float64,1.46,1702,71.0,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0731.csv,accel_norm,float64,1.46,2414,10.46,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0731.csv,relative_angle,float64,1.46,3170,12.64,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0801.csv,timestamp,float64,0.0,5000,1690866000.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0801.csv,roll,float64,1.66,202,-30.8,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0801.csv,pitch,float64,1.66,331,20.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0801.csv,yaw,float64,1.66,676,143.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0801.csv,accel_norm,float64,1.66,1747,9.819,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0801.csv,relative_angle,float64,1.66,1128,21.38,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0802.csv,timestamp,float64,0.0,5000,1690952400.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0802.csv,roll,float64,2.86,492,-54.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0802.csv,pitch,float64,2.86,1188,-73.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0802.csv,yaw,float64,2.88,1077,128.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0802.csv,accel_norm,float64,2.86,2388,10.451,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0802.csv,relative_angle,float64,2.88,3036,15.79,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0803.csv,timestamp,float64,0.0,5000,1691038800.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0803.csv,roll,float64,1.66,235,-50.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0803.csv,pitch,float64,1.66,617,40.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0803.csv,yaw,float64,1.66,1467,147.6,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0803.csv,accel_norm,float64,1.66,1595,8.892,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0803.csv,relative_angle,float64,1.66,1177,10.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0804.csv,timestamp,float64,0.0,5000,1691125200.0,KEEP candidate,
sensor_data\sub_data\head_direction\T03\T03_0804.csv,roll,float64,2.86,525,-36.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0804.csv,pitch,float64,2.86,1134,-8.5,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0804.csv,yaw,float64,2.88,1160,194.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0804.csv,accel_norm,float64,2.86,2355,8.986,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T03\T03_0804.csv,relative_angle,float64,2.88,3347,47.5,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0721.csv,timestamp,float64,0.0,5000,1689960609.0,KEEP candidate,
sensor_data\sub_data\head_direction\T04\T04_0721.csv,roll,float64,1.26,435,-72.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0721.csv,pitch,float64,1.26,796,-85.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0721.csv,yaw,float64,1.26,1580,139.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0721.csv,accel_norm,float64,1.26,1354,11.926,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0721.csv,relative_angle,float64,1.26,1743,21.73,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0722.csv,timestamp,float64,0.0,5000,1690002000.0,KEEP candidate,
sensor_data\sub_data\head_direction\T04\T04_0722.csv,roll,float64,1.46,202,-27.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0722.csv,pitch,float64,1.46,383,-61.8,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0722.csv,yaw,float64,1.46,432,111.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0722.csv,accel_norm,float64,1.46,625,9.88,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0722.csv,relative_angle,float64,1.46,734,20.56,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0723.csv,timestamp,float64,0.0,5000,1690088400.0,KEEP candidate,
sensor_data\sub_data\head_direction\T04\T04_0723.csv,roll,float64,1.86,174,-43.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0723.csv,pitch,float64,1.86,233,-10.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0723.csv,yaw,float64,1.86,2450,133.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0723.csv,accel_norm,float64,1.86,1602,10.156,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0723.csv,relative_angle,float64,1.86,786,2.86,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0724.csv,timestamp,float64,0.0,5000,1690174800.0,KEEP candidate,
sensor_data\sub_data\head_direction\T04\T04_0724.csv,roll,float64,2.66,295,-37.0,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0724.csv,pitch,float64,2.66,876,-21.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0724.csv,yaw,float64,2.68,1382,128.7,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0724.csv,accel_norm,float64,2.66,1001,9.716,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0724.csv,relative_angle,float64,2.68,1666,4.89,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0725.csv,timestamp,float64,0.0,5000,1690261200.0,KEEP candidate,
sensor_data\sub_data\head_direction\T04\T04_0725.csv,roll,float64,1.26,228,-30.1,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0725.csv,pitch,float64,1.26,355,-25.0,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0725.csv,yaw,float64,1.26,715,128.6,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0725.csv,accel_norm,float64,1.26,1400,9.796,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0725.csv,relative_angle,float64,1.26,1346,28.34,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0726.csv,timestamp,float64,0.0,5000,1690347600.0,KEEP candidate,
sensor_data\sub_data\head_direction\T04\T04_0726.csv,roll,float64,2.86,298,-35.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0726.csv,pitch,float64,2.86,778,25.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0726.csv,yaw,float64,2.88,1310,-4.6,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0726.csv,accel_norm,float64,2.86,1173,9.514,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0726.csv,relative_angle,float64,2.88,1538,10.71,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0727.csv,timestamp,float64,0.0,5000,1690434000.0,KEEP candidate,
sensor_data\sub_data\head_direction\T04\T04_0727.csv,roll,float64,1.26,225,-23.8,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0727.csv,pitch,float64,1.26,488,3.2,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0727.csv,yaw,float64,1.26,835,-160.7,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0727.csv,accel_norm,float64,1.26,659,9.776,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0727.csv,relative_angle,float64,1.26,1486,16.49,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0728.csv,timestamp,float64,0.0,5000,1690520400.0,KEEP candidate,
sensor_data\sub_data\head_direction\T04\T04_0728.csv,roll,float64,2.64,561,-2.9,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0728.csv,pitch,float64,2.64,1142,-60.8,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0728.csv,yaw,float64,2.66,1104,195.0,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0728.csv,accel_norm,float64,2.64,2157,8.726,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0728.csv,relative_angle,float64,2.66,2654,36.65,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0729.csv,timestamp,float64,0.0,5000,1690606800.0,KEEP candidate,
sensor_data\sub_data\head_direction\T04\T04_0729.csv,roll,float64,1.26,186,-37.0,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0729.csv,pitch,float64,1.26,550,37.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0729.csv,yaw,float64,1.26,564,-112.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0729.csv,accel_norm,float64,1.26,686,9.705,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0729.csv,relative_angle,float64,1.26,1031,10.57,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0730.csv,timestamp,float64,0.0,5000,1690693200.0,KEEP candidate,
sensor_data\sub_data\head_direction\T04\T04_0730.csv,roll,float64,1.26,263,-34.0,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0730.csv,pitch,float64,1.26,675,-70.4,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0730.csv,yaw,float64,1.26,759,168.3,UNKNOWN / NEEDS REVIEW,
sensor_data\sub_data\head_direction\T04\T04_0730.csv,accel_norm,float64,1.26,742,9.731,UNKNOWN / NEEDS REVIEW,
