file_path,dataset_name,file_type,rows,columns,cow_id_candidate,date_candidate,timestamp_candidate,target_candidate,time_granularity,notes
sensor_data\main_data\pressure\T07\T07_0803.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0804.csv,T07,csv,252079,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0721.csv,T08,csv,413939,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0722.csv,T08,csv,863980,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0723.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0724.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0725.csv,T08,csv,863999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0726.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0727.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0728.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0729.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0730.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0731.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0801.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0802.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0803.csv,T08,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T08\T08_0804.csv,T08,csv,252119,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0721.csv,T09,csv,414000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0722.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0723.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0724.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0725.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0726.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0727.csv,T09,csv,863999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0728.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0729.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0730.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0731.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0801.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0802.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0803.csv,T09,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T09\T09_0804.csv,T09,csv,251999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0721.csv,T10,csv,413970,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0722.csv,T10,csv,863999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0723.csv,T10,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0724.csv,T10,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0725.csv,T10,csv,863999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0726.csv,T10,csv,863990,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0727.csv,T10,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0728.csv,T10,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0729.csv,T10,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0730.csv,T10,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0731.csv,T10,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0801.csv,T10,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0802.csv,T10,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0803.csv,T10,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T10\T10_0804.csv,T10,csv,252079,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0721.csv,T13,csv,161880,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0722.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0723.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0724.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0725.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0726.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0727.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0728.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0729.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0730.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0731.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0801.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0802.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0803.csv,T13,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T13\T13_0804.csv,T13,csv,252119,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0721.csv,T14,csv,395990,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0722.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0723.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0724.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0725.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0726.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0727.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0728.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0729.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0730.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0731.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0801.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0802.csv,T14,csv,863999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0803.csv,T14,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T14\T14_0804.csv,T14,csv,252009,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\thi\average.csv,thi,csv,19831,4,humidity_per,,timestamp,,unknown (needs manual review),
sensor_data\main_data\thi\S01.csv,thi,csv,19831,4,humidity_per,,timestamp,,unknown (needs manual review),
sensor_data\main_data\thi\S02.csv,thi,csv,19831,4,humidity_per,,timestamp,,unknown (needs manual review),
sensor_data\main_data\thi\S03.csv,thi,csv,19831,4,humidity_per,,timestamp,,unknown (needs manual review),
sensor_data\main_data\thi\S04.csv,thi,csv,19831,4,humidity_per,,timestamp,,unknown (needs manual review),
sensor_data\main_data\thi\S05.csv,thi,csv,19500,4,humidity_per,,timestamp,,unknown (needs manual review),
sensor_data\main_data\thi\S06.csv,thi,csv,19831,4,humidity_per,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0721.csv,T01,csv,2754,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0722.csv,T01,csv,5750,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0723.csv,T01,csv,5745,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0724.csv,T01,csv,5745,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0725.csv,T01,csv,5745,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0726.csv,T01,csv,5742,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0727.csv,T01,csv,5744,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0728.csv,T01,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0729.csv,T01,csv,5745,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0730.csv,T01,csv,5746,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0731.csv,T01,csv,5745,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0801.csv,T01,csv,5744,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0802.csv,T01,csv,5746,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0803.csv,T01,csv,5742,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T01\T01_0804.csv,T01,csv,1674,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0721.csv,T02,csv,2753,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0722.csv,T02,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0723.csv,T02,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0724.csv,T02,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0725.csv,T02,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0726.csv,T02,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0727.csv,T02,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0728.csv,T02,csv,5742,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0729.csv,T02,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0730.csv,T02,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0731.csv,T02,csv,5739,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0801.csv,T02,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0802.csv,T02,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0803.csv,T02,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T02\T02_0804.csv,T02,csv,1660,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0721.csv,T03,csv,2752,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0722.csv,T03,csv,5745,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0723.csv,T03,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0724.csv,T03,csv,5742,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0725.csv,T03,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0726.csv,T03,csv,5739,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0727.csv,T03,csv,5745,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0728.csv,T03,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0729.csv,T03,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0730.csv,T03,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0731.csv,T03,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0801.csv,T03,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0802.csv,T03,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0803.csv,T03,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T03\T03_0804.csv,T03,csv,1675,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0721.csv,T04,csv,2751,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0722.csv,T04,csv,5742,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0723.csv,T04,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0724.csv,T04,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0725.csv,T04,csv,5742,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0726.csv,T04,csv,5737,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0727.csv,T04,csv,5746,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0728.csv,T04,csv,5745,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0729.csv,T04,csv,5737,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0730.csv,T04,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0731.csv,T04,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0801.csv,T04,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0802.csv,T04,csv,5739,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0803.csv,T04,csv,5734,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T04\T04_0804.csv,T04,csv,1674,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0721.csv,T05,csv,2753,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0722.csv,T05,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0723.csv,T05,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0724.csv,T05,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0725.csv,T05,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0726.csv,T05,csv,5742,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0727.csv,T05,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0728.csv,T05,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0729.csv,T05,csv,5739,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0730.csv,T05,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0731.csv,T05,csv,5745,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0801.csv,T05,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0802.csv,T05,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0803.csv,T05,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T05\T05_0804.csv,T05,csv,1678,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0721.csv,T06,csv,2753,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0722.csv,T06,csv,5739,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0723.csv,T06,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0724.csv,T06,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0725.csv,T06,csv,5737,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0726.csv,T06,csv,5716,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0727.csv,T06,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0728.csv,T06,csv,5629,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0729.csv,T06,csv,5641,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0730.csv,T06,csv,5748,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0731.csv,T06,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0801.csv,T06,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0802.csv,T06,csv,5744,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0803.csv,T06,csv,5739,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T06\T06_0804.csv,T06,csv,1673,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0721.csv,T07,csv,1195,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0722.csv,T07,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0723.csv,T07,csv,5742,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0724.csv,T07,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0725.csv,T07,csv,5733,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0726.csv,T07,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0727.csv,T07,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0728.csv,T07,csv,5742,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0729.csv,T07,csv,5734,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0730.csv,T07,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0731.csv,T07,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0801.csv,T07,csv,5739,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0802.csv,T07,csv,5737,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0803.csv,T07,csv,5743,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T07\T07_0804.csv,T07,csv,1673,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0721.csv,T08,csv,2747,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0722.csv,T08,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0723.csv,T08,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0724.csv,T08,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0725.csv,T08,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0726.csv,T08,csv,5734,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0727.csv,T08,csv,5744,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0728.csv,T08,csv,5737,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0729.csv,T08,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0730.csv,T08,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0731.csv,T08,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0801.csv,T08,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0802.csv,T08,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0803.csv,T08,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T08\T08_0804.csv,T08,csv,1675,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0721.csv,T09,csv,2750,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0722.csv,T09,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0723.csv,T09,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0724.csv,T09,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0725.csv,T09,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0726.csv,T09,csv,5741,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0727.csv,T09,csv,5737,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0728.csv,T09,csv,5737,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0729.csv,T09,csv,5739,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0730.csv,T09,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0731.csv,T09,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0801.csv,T09,csv,5739,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0802.csv,T09,csv,5737,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0803.csv,T09,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T09\T09_0804.csv,T09,csv,1672,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0721.csv,T10,csv,2749,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0722.csv,T10,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0723.csv,T10,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0724.csv,T10,csv,5737,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0725.csv,T10,csv,5733,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0726.csv,T10,csv,5739,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0727.csv,T10,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0728.csv,T10,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0729.csv,T10,csv,5734,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0730.csv,T10,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0731.csv,T10,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0801.csv,T10,csv,5740,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0802.csv,T10,csv,5738,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0803.csv,T10,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T10\T10_0804.csv,T10,csv,1674,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0721.csv,T13,csv,1075,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0722.csv,T13,csv,5733,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0723.csv,T13,csv,5734,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0724.csv,T13,csv,5733,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0725.csv,T13,csv,5734,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0726.csv,T13,csv,5733,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0727.csv,T13,csv,5733,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0728.csv,T13,csv,5736,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0729.csv,T13,csv,5737,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0730.csv,T13,csv,5733,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0731.csv,T13,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0801.csv,T13,csv,5734,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0802.csv,T13,csv,5731,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0803.csv,T13,csv,5735,4,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\uwb\T13\T13_0804.csv,T13,csv,1672,4,,,timestamp,,unknown (needs manual review),
